id,title,category,subcategory,parent_id,difficulty,importance,game_phases,aliases,related_concepts,review_status
positional.restricting_a_rook,Restricting a Rook,Positional Play,Positional Techniques,,intermediate,7,middlegame,,positional.restricting_a_knight|positional.dominating_a_piece,ontology_only
positional.dominating_a_piece,Dominating a Piece,Positional Play,Positional Techniques,,intermediate,7,middlegame,,positional.restricting_a_rook|positional.piece_domination,ontology_only
piece_activity.active_piece,Active Piece,Piece Activity,Activation and Coordination,,beginner,7,universal,,piece_activity.king_centralization|piece_activity.passive_piece,ontology_only
piece_activity.passive_piece,Passive Piece,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.active_piece|piece_activity.piece_scope,ontology_only
piece_activity.piece_scope,Piece Scope,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.passive_piece|piece_activity.effective_mobility,ontology_only
piece_activity.effective_mobility,Effective Mobility,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.piece_scope|piece_activity.latent_activity,ontology_only
piece_activity.latent_activity,Latent Activity,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.effective_mobility|piece_activity.restricted_mobility,ontology_only
piece_activity.restricted_mobility,Restricted Mobility,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.latent_activity|piece_activity.piece_coordination,ontology_only
piece_activity.piece_coordination,Piece Coordination,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.restricted_mobility|piece_activity.piece_harmony|evaluation.piece_coordination,ontology_only
piece_activity.piece_harmony,Piece Harmony,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.piece_coordination|piece_activity.centralized_piece,ontology_only
piece_activity.centralized_piece,Centralized Piece,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.piece_harmony|piece_activity.active_rook,ontology_only
piece_activity.active_rook,Active Rook,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.centralized_piece|piece_activity.active_bishop|rook_endgames.active_rook,ontology_only
piece_activity.active_bishop,Active Bishop,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.active_rook|piece_activity.active_knight|piece_evaluation.active_bishop,ontology_only
piece_activity.active_knight,Active Knight,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.active_bishop|piece_activity.active_queen,ontology_only
piece_activity.active_queen,Active Queen,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.active_knight|piece_activity.king_activity|piece_evaluation.active_queen,ontology_only
piece_activity.king_activity,King Activity,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.active_queen|piece_activity.rook_lift,ontology_only
piece_activity.rook_lift,Rook Lift,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.king_activity|piece_activity.battery_formation,ontology_only
piece_activity.battery_formation,Battery Formation,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.rook_lift|piece_activity.piece_redeployment,ontology_only
piece_activity.piece_redeployment,Piece Redeployment,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.battery_formation|piece_activity.improving_the_worst_placed_piece,ontology_only
piece_activity.improving_the_worst_placed_piece,Improving the Worst-Placed Piece,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.piece_redeployment|piece_activity.rook_on_the_seventh_rank,ontology_only
piece_activity.rook_on_the_seventh_rank,Rook on the Seventh Rank,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.improving_the_worst_placed_piece|piece_activity.doubling_rooks|rook_endgames.rook_on_the_seventh_rank,ontology_only
piece_activity.doubling_rooks,Doubling Rooks,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.rook_on_the_seventh_rank|piece_activity.tripling_major_pieces,ontology_only
piece_activity.tripling_major_pieces,Tripling Major Pieces,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.doubling_rooks|piece_activity.queen_and_rook_battery,ontology_only
piece_activity.queen_and_rook_battery,Queen and Rook Battery,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.tripling_major_pieces|piece_activity.queen_and_bishop_battery,ontology_only
piece_activity.queen_and_bishop_battery,Queen and Bishop Battery,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.queen_and_rook_battery|piece_activity.piece_activity,ontology_only
piece_activity.piece_activity,Piece Activity,Piece Activity,Activation and Coordination,,intermediate,10,universal,,piece_activity.queen_and_bishop_battery|piece_activity.piece_mobility|evaluation.piece_activity,ontology_only
piece_activity.piece_mobility,Piece Mobility,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.piece_activity|piece_activity.piece_flexibility,ontology_only
piece_activity.piece_flexibility,Piece Flexibility,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.piece_mobility|piece_activity.centralization,ontology_only
piece_activity.centralization,Centralization,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.piece_flexibility|piece_activity.king_centralization|piece_evaluation.centralization,ontology_only
piece_activity.king_centralization,King Centralization,Piece Activity,Activation and Coordination,,intermediate,7,universal,,piece_activity.centralization|piece_activity.active_piece,ontology_only
piece_evaluation.nominal_piece_value,Nominal Piece Value,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.short_term_compensation|piece_evaluation.relative_piece_value,ontology_only
piece_evaluation.relative_piece_value,Relative Piece Value,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.nominal_piece_value|piece_evaluation.activity_versus_material,ontology_only
piece_evaluation.activity_versus_material,Activity versus Material,Piece Evaluation,Piece Quality and Imbalances,,beginner,7,universal,,piece_evaluation.relative_piece_value|piece_evaluation.mobility,ontology_only
piece_evaluation.mobility,Mobility,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.activity_versus_material|piece_evaluation.coordination,ontology_only
piece_evaluation.coordination,Coordination,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.mobility|piece_evaluation.centralization,ontology_only
piece_evaluation.centralization,Centralization,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.coordination|piece_evaluation.king_safety|piece_activity.centralization,ontology_only
piece_evaluation.king_safety,King Safety,Piece Evaluation,Piece Quality and Imbalances,,intermediate,10,universal,,piece_evaluation.centralization|piece_evaluation.space|opening.king_safety|evaluation.king_safety,ontology_only
piece_evaluation.space,Space,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.king_safety|piece_evaluation.initiative|evaluation.space,ontology_only
piece_evaluation.initiative,Initiative,Piece Evaluation,Piece Quality and Imbalances,,intermediate,10,universal,,piece_evaluation.space|piece_evaluation.bishop_pair|strategy.initiative|evaluation.initiative,ontology_only
piece_evaluation.bishop_pair,Bishop Pair,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.initiative|piece_evaluation.good_bishop,ontology_only
piece_evaluation.good_bishop,Good Bishop,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.bishop_pair|piece_evaluation.bad_bishop|bishop_endgames.good_bishop,ontology_only
piece_evaluation.bad_bishop,Bad Bishop,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.good_bishop|piece_evaluation.active_bishop|bishop_endgames.bad_bishop,ontology_only
piece_evaluation.active_bishop,Active Bishop,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.bad_bishop|piece_evaluation.passive_bishop|piece_activity.active_bishop,ontology_only
piece_evaluation.passive_bishop,Passive Bishop,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.active_bishop|piece_evaluation.good_knight,ontology_only
piece_evaluation.good_knight,Good Knight,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.passive_bishop|piece_evaluation.bad_knight,ontology_only
piece_evaluation.bad_knight,Bad Knight,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.good_knight|piece_evaluation.knight_on_the_rim,ontology_only
piece_evaluation.knight_on_the_rim,Knight on the Rim,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.bad_knight|piece_evaluation.knight_outpost,ontology_only
piece_evaluation.knight_outpost,Knight Outpost,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.knight_on_the_rim|piece_evaluation.rook_activity|positional.knight_outpost|knight_endgames.knight_outpost,ontology_only
piece_evaluation.rook_activity,Rook Activity,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.knight_outpost|piece_evaluation.active_queen,ontology_only
piece_evaluation.active_queen,Active Queen,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.rook_activity|piece_evaluation.passive_queen|piece_activity.active_queen,ontology_only
piece_evaluation.passive_queen,Passive Queen,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.active_queen|piece_evaluation.queen_centralization,ontology_only
piece_evaluation.queen_centralization,Queen Centralization,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.passive_queen|piece_evaluation.exchange_imbalance|queen_endgames.queen_centralization,ontology_only
piece_evaluation.exchange_imbalance,Exchange Imbalance,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.queen_centralization|piece_evaluation.queen_versus_two_rooks,ontology_only
piece_evaluation.queen_versus_two_rooks,Queen versus Two Rooks,Piece Evaluation,Piece Quality and Imbalances,,expert,6,universal,,piece_evaluation.exchange_imbalance|piece_evaluation.rook_and_pawn_versus_two_minor_pieces,ontology_only
piece_evaluation.rook_and_pawn_versus_two_minor_pieces,Rook and Pawn versus Two Minor Pieces,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.queen_versus_two_rooks|piece_evaluation.rook_versus_minor_piece,ontology_only
piece_evaluation.rook_versus_minor_piece,Rook versus Minor Piece,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.rook_and_pawn_versus_two_minor_pieces|piece_evaluation.three_minor_pieces_versus_queen,ontology_only
piece_evaluation.three_minor_pieces_versus_queen,Three Minor Pieces versus Queen,Piece Evaluation,Piece Quality and Imbalances,,expert,6,universal,,piece_evaluation.rook_versus_minor_piece|piece_evaluation.compensation_for_material,ontology_only
piece_evaluation.compensation_for_material,Compensation for Material,Piece Evaluation,Piece Quality and Imbalances,,beginner,7,universal,,piece_evaluation.three_minor_pieces_versus_queen|piece_evaluation.long_term_compensation,ontology_only
piece_evaluation.long_term_compensation,Long-Term Compensation,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.compensation_for_material|piece_evaluation.short_term_compensation,ontology_only
piece_evaluation.short_term_compensation,Short-Term Compensation,Piece Evaluation,Piece Quality and Imbalances,,intermediate,7,universal,,piece_evaluation.long_term_compensation|piece_evaluation.nominal_piece_value,ontology_only
pawn_structures.isolated_pawn,Isolated Pawn,Pawn Structures,Pawn Weaknesses,,intermediate,7,middlegame,,pawn_structures.opposite_wing_pawn_majorities|pawn_structures.isolated_queens_pawn,ontology_only
pawn_structures.isolated_queens_pawn,Isolated Queen’s Pawn,Pawn Structures,Pawn Weaknesses,,intermediate,7,middlegame,,pawn_structures.isolated_pawn|pawn_structures.isolated_doubled_pawns,ontology_only
pawn_structures.isolated_doubled_pawns,Isolated Doubled Pawns,Pawn Structures,Pawn Weaknesses,,intermediate,7,middlegame,,pawn_structures.isolated_queens_pawn|pawn_structures.doubled_pawns,ontology_only
pawn_structures.doubled_pawns,Doubled Pawns,Pawn Structures,Pawn Weaknesses,,intermediate,7,middlegame,,pawn_structures.isolated_doubled_pawns|pawn_structures.tripled_pawns,ontology_only
pawn_structures.tripled_pawns,Tripled Pawns,Pawn Structures,Pawn Weaknesses,,intermediate,7,middlegame,,pawn_structures.doubled_pawns|pawn_structures.backward_pawn,ontology_only
pawn_structures.backward_pawn,Backward Pawn,Pawn Structures,Pawn Weaknesses,,intermediate,7,middlegame,,pawn_structures.tripled_pawns|pawn_structures.hanging_pawns,ontology_only
pawn_structures.hanging_pawns,Hanging Pawns,Pawn Structures,Structural Features,,intermediate,7,middlegame,,pawn_structures.backward_pawn|pawn_structures.passed_pawn,ontology_only
pawn_structures.passed_pawn,Passed Pawn,Pawn Structures,Passed Pawns,,intermediate,7,middlegame,,pawn_structures.hanging_pawns|pawn_structures.protected_passed_pawn,ontology_only
pawn_structures.protected_passed_pawn,Protected Passed Pawn,Pawn Structures,Passed Pawns,,intermediate,7,middlegame,,pawn_structures.passed_pawn|pawn_structures.connected_passed_pawns|pawn_endgames.protected_passed_pawn,ontology_only
pawn_structures.connected_passed_pawns,Connected Passed Pawns,Pawn Structures,Passed Pawns,,intermediate,7,middlegame,,pawn_structures.protected_passed_pawn|pawn_structures.outside_passed_pawn|pawn_endgames.connected_passed_pawns,ontology_only
pawn_structures.outside_passed_pawn,Outside Passed Pawn,Pawn Structures,Passed Pawns,,intermediate,7,middlegame,,pawn_structures.connected_passed_pawns|pawn_structures.remote_passed_pawn|pawn_endgames.outside_passed_pawn,ontology_only
pawn_structures.remote_passed_pawn,Remote Passed Pawn,Pawn Structures,Passed Pawns,,intermediate,7,middlegame,,pawn_structures.outside_passed_pawn|pawn_structures.candidate_passed_pawn,ontology_only
pawn_structures.candidate_passed_pawn,Candidate Passed Pawn,Pawn Structures,Passed Pawns,,intermediate,7,middlegame,,pawn_structures.remote_passed_pawn|pawn_structures.supported_passed_pawn|pawn_endgames.candidate_passed_pawn,ontology_only
pawn_structures.supported_passed_pawn,Supported Passed Pawn,Pawn Structures,Passed Pawns,,intermediate,7,middlegame,,pawn_structures.candidate_passed_pawn|pawn_structures.pawn_majority,ontology_only
pawn_structures.pawn_majority,Pawn Majority,Pawn Structures,Pawn Majorities,,intermediate,7,middlegame,,pawn_structures.supported_passed_pawn|pawn_structures.kingside_majority|pawn_endgames.pawn_majority,ontology_only
pawn_structures.kingside_majority,Kingside Majority,Pawn Structures,Pawn Majorities,,intermediate,7,middlegame,,pawn_structures.pawn_majority|pawn_structures.queenside_majority,ontology_only
pawn_structures.queenside_majority,Queenside Majority,Pawn Structures,Pawn Majorities,,intermediate,7,middlegame,,pawn_structures.kingside_majority|pawn_structures.pawn_minority,ontology_only
pawn_structures.pawn_minority,Pawn Minority,Pawn Structures,Pawn Majorities,,intermediate,7,middlegame,,pawn_structures.queenside_majority|pawn_structures.minority_attack,ontology_only
pawn_structures.minority_attack,Minority Attack,Pawn Structures,Pawn Majorities,,intermediate,7,middlegame,,pawn_structures.pawn_minority|pawn_structures.pawn_chain,ontology_only
pawn_structures.pawn_chain,Pawn Chain,Pawn Structures,Pawn Chains,,intermediate,7,middlegame,,pawn_structures.minority_attack|pawn_structures.pawn_chain_base,ontology_only
pawn_structures.pawn_chain_base,Pawn-Chain Base,Pawn Structures,Pawn Chains,,intermediate,7,middlegame,,pawn_structures.pawn_chain|pawn_structures.pawn_chain_head,ontology_only
pawn_structures.pawn_chain_head,Pawn-Chain Head,Pawn Structures,Pawn Chains,,intermediate,7,middlegame,,pawn_structures.pawn_chain_base|pawn_structures.attacking_the_pawn_chain_base,ontology_only
pawn_structures.attacking_the_pawn_chain_base,Attacking the Pawn-Chain Base,Pawn Structures,Pawn Chains,,intermediate,7,middlegame,,pawn_structures.pawn_chain_head|pawn_structures.pawn_island,ontology_only
pawn_structures.pawn_island,Pawn Island,Pawn Structures,Pawn Chains,,intermediate,7,middlegame,,pawn_structures.attacking_the_pawn_chain_base|pawn_structures.compact_pawn_structure,ontology_only
pawn_structures.compact_pawn_structure,Compact Pawn Structure,Pawn Structures,Pawn Chains,,intermediate,7,middlegame,,pawn_structures.pawn_island|pawn_structures.weak_pawn_structure,ontology_only
pawn_structures.weak_pawn_structure,Weak Pawn Structure,Pawn Structures,Pawn Weaknesses,,intermediate,7,middlegame,,pawn_structures.compact_pawn_structure|pawn_structures.fixed_pawn_structure,ontology_only
pawn_structures.fixed_pawn_structure,Fixed Pawn Structure,Pawn Structures,Pawn Chains,,intermediate,7,middlegame,,pawn_structures.weak_pawn_structure|pawn_structures.mobile_pawn_centre,ontology_only
pawn_structures.mobile_pawn_centre,Mobile Pawn Centre,Pawn Structures,Pawn Dynamics,,intermediate,7,middlegame,,pawn_structures.fixed_pawn_structure|pawn_structures.broad_pawn_centre,ontology_only
pawn_structures.broad_pawn_centre,Broad Pawn Centre,Pawn Structures,Pawn Dynamics,,intermediate,7,middlegame,,pawn_structures.mobile_pawn_centre|pawn_structures.closed_pawn_centre,ontology_only
pawn_structures.closed_pawn_centre,Closed Pawn Centre,Pawn Structures,Pawn Dynamics,,intermediate,7,middlegame,,pawn_structures.broad_pawn_centre|pawn_structures.pawn_phalanx,ontology_only
pawn_structures.pawn_phalanx,Pawn Phalanx,Pawn Structures,Pawn Dynamics,,intermediate,7,middlegame,,pawn_structures.closed_pawn_centre|pawn_structures.pawn_wedge,ontology_only
pawn_structures.pawn_wedge,Pawn Wedge,Pawn Structures,Pawn Dynamics,,intermediate,7,middlegame,,pawn_structures.pawn_phalanx|pawn_structures.pawn_lever,ontology_only
pawn_structures.pawn_lever,Pawn Lever,Pawn Structures,Pawn Dynamics,,intermediate,7,middlegame,,pawn_structures.pawn_wedge|pawn_structures.pawn_break|pawn_play.pawn_lever,ontology_only
pawn_structures.pawn_break,Pawn Break,Pawn Structures,Pawn Dynamics,,intermediate,10,middlegame,,pawn_structures.pawn_lever|pawn_structures.central_pawn_break|pawn_play.pawn_break,ontology_only
pawn_structures.central_pawn_break,Central Pawn Break,Pawn Structures,Pawn Dynamics,,intermediate,7,middlegame,,pawn_structures.pawn_break|pawn_structures.wing_pawn_break,ontology_only
pawn_structures.wing_pawn_break,Wing Pawn Break,Pawn Structures,Pawn Dynamics,,intermediate,7,middlegame,,pawn_structures.central_pawn_break|pawn_structures.pawn_breakthrough,ontology_only
pawn_structures.pawn_breakthrough,Pawn Breakthrough,Pawn Structures,Pawn Dynamics,,intermediate,7,middlegame,,pawn_structures.wing_pawn_break|pawn_structures.pawn_sacrifice_for_structure|tactics.pawn_breakthrough|pawn_play.pawn_breakthrough,ontology_only
pawn_structures.pawn_sacrifice_for_structure,Pawn Sacrifice for Structure,Pawn Structures,Structural Systems,,intermediate,7,middlegame,,pawn_structures.pawn_breakthrough|pawn_structures.creating_a_passed_pawn,ontology_only
pawn_structures.creating_a_passed_pawn,Creating a Passed Pawn,Pawn Structures,Passed Pawns,,intermediate,7,middlegame,,pawn_structures.pawn_sacrifice_for_structure|pawn_structures.creating_a_weak_pawn|pawn_play.creating_a_passed_pawn,ontology_only
pawn_structures.creating_a_weak_pawn,Creating a Weak Pawn,Pawn Structures,Pawn Weaknesses,,intermediate,7,middlegame,,pawn_structures.creating_a_passed_pawn|pawn_structures.structural_transformation,ontology_only
pawn_structures.structural_transformation,Structural Transformation,Pawn Structures,Pawn Dynamics,,advanced,7,middlegame,,pawn_structures.creating_a_weak_pawn|pawn_structures.carlsbad_structure|exchanges.structural_transformation,ontology_only
pawn_structures.carlsbad_structure,Carlsbad Structure,Pawn Structures,Structural Systems,,intermediate,7,middlegame,,pawn_structures.structural_transformation|pawn_structures.maroczy_bind,ontology_only
pawn_structures.maroczy_bind,Maroczy Bind,Pawn Structures,Structural Systems,,intermediate,7,middlegame,,pawn_structures.carlsbad_structure|pawn_structures.stonewall_structure,ontology_only
pawn_structures.stonewall_structure,Stonewall Structure,Pawn Structures,Structural Systems,,intermediate,7,middlegame,,pawn_structures.maroczy_bind|pawn_structures.hedgehog_structure,ontology_only
pawn_structures.hedgehog_structure,Hedgehog Structure,Pawn Structures,Structural Systems,,intermediate,7,middlegame,,pawn_structures.stonewall_structure|pawn_structures.french_pawn_chain,ontology_only
pawn_structures.french_pawn_chain,French Pawn Chain,Pawn Structures,Pawn Chains,,intermediate,7,middlegame,,pawn_structures.hedgehog_structure|pawn_structures.kings_indian_locked_centre,ontology_only
pawn_structures.kings_indian_locked_centre,King’s Indian Locked Centre,Pawn Structures,Structural Systems,,intermediate,7,middlegame,,pawn_structures.french_pawn_chain|pawn_structures.benoni_structure,ontology_only
pawn_structures.benoni_structure,Benoni Structure,Pawn Structures,Structural Systems,,intermediate,7,middlegame,,pawn_structures.kings_indian_locked_centre|pawn_structures.iqp_structure,ontology_only
pawn_structures.iqp_structure,IQP Structure,Pawn Structures,Structural Systems,,intermediate,7,middlegame,,pawn_structures.benoni_structure|pawn_structures.hanging_pawn_structure,ontology_only
pawn_structures.hanging_pawn_structure,Hanging-Pawn Structure,Pawn Structures,Structural Systems,,intermediate,7,middlegame,,pawn_structures.iqp_structure|pawn_structures.symmetrical_pawn_structure,ontology_only
pawn_structures.symmetrical_pawn_structure,Symmetrical Pawn Structure,Pawn Structures,Structural Systems,,intermediate,7,middlegame,,pawn_structures.hanging_pawn_structure|pawn_structures.opposite_wing_pawn_majorities,ontology_only
pawn_structures.opposite_wing_pawn_majorities,Opposite-Wing Pawn Majorities,Pawn Structures,Structural Features,,intermediate,7,middlegame,,pawn_structures.symmetrical_pawn_structure|pawn_structures.isolated_pawn,ontology_only
pawn_play.pawn_advance,Pawn Advance,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.stopping_a_passed_pawn|pawn_play.pawn_break,ontology_only
pawn_play.pawn_break,Pawn Break,Pawn Play,Pawn Dynamics,,intermediate,10,middlegame,,pawn_play.pawn_advance|pawn_play.pawn_lever|pawn_structures.pawn_break,ontology_only
pawn_play.pawn_lever,Pawn Lever,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.pawn_break|pawn_play.pawn_tension|pawn_structures.pawn_lever,ontology_only
pawn_play.pawn_tension,Pawn Tension,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.pawn_lever|pawn_play.maintaining_pawn_tension,ontology_only
pawn_play.maintaining_pawn_tension,Maintaining Pawn Tension,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.pawn_tension|pawn_play.resolving_pawn_tension,ontology_only
pawn_play.resolving_pawn_tension,Resolving Pawn Tension,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.maintaining_pawn_tension|pawn_play.pawn_exchange,ontology_only
pawn_play.pawn_exchange,Pawn Exchange,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.resolving_pawn_tension|pawn_play.pawn_recapture_choice|exchanges.pawn_exchange,ontology_only
pawn_play.pawn_recapture_choice,Pawn Recapture Choice,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.pawn_exchange|pawn_play.pawn_storm,ontology_only
pawn_play.pawn_storm,Pawn Storm,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.pawn_recapture_choice|pawn_play.pawn_sacrifice|king_attack.pawn_storm,ontology_only
pawn_play.pawn_sacrifice,Pawn Sacrifice,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.pawn_storm|pawn_play.pawn_breakthrough,ontology_only
pawn_play.pawn_breakthrough,Pawn Breakthrough,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.pawn_sacrifice|pawn_play.creating_a_passed_pawn|tactics.pawn_breakthrough|pawn_structures.pawn_breakthrough,ontology_only
pawn_play.creating_a_passed_pawn,Creating a Passed Pawn,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.pawn_breakthrough|pawn_play.fixing_an_enemy_pawn|pawn_structures.creating_a_passed_pawn,ontology_only
pawn_play.fixing_an_enemy_pawn,Fixing an Enemy Pawn,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.creating_a_passed_pawn|pawn_play.inducing_a_pawn_weakness,ontology_only
pawn_play.inducing_a_pawn_weakness,Inducing a Pawn Weakness,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.fixing_an_enemy_pawn|pawn_play.gaining_space_with_pawns,ontology_only
pawn_play.gaining_space_with_pawns,Gaining Space with Pawns,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.inducing_a_pawn_weakness|pawn_play.restraining_a_pawn_majority,ontology_only
pawn_play.restraining_a_pawn_majority,Restraining a Pawn Majority,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.gaining_space_with_pawns|pawn_play.mobilizing_a_pawn_majority,ontology_only
pawn_play.mobilizing_a_pawn_majority,Mobilizing a Pawn Majority,Pawn Play,Pawn Dynamics,,intermediate,7,middlegame,,pawn_play.restraining_a_pawn_majority|pawn_play.stopping_a_passed_pawn,ontology_only
pawn_play.stopping_a_passed_pawn,Stopping a Passed Pawn,Pawn Play,Pawn Dynamics,,beginner,7,middlegame,,pawn_play.mobilizing_a_pawn_majority|pawn_play.pawn_advance,ontology_only
attack.building_an_attack,Building an Attack,Attack,Attacking Play,,intermediate,7,middlegame,,attack.when_to_stop_attacking|attack.accumulating_attacking_pieces,ontology_only
attack.accumulating_attacking_pieces,Accumulating Attacking Pieces,Attack,Attacking Play,,intermediate,7,middlegame,,attack.building_an_attack|attack.local_superiority,ontology_only
attack.local_superiority,Local Superiority,Attack,Attacking Play,,intermediate,7,middlegame,,attack.accumulating_attacking_pieces|attack.attack_with_a_development_lead,ontology_only
attack.attack_with_a_development_lead,Attack with a Development Lead,Attack,Attacking Play,,intermediate,7,middlegame,,attack.local_superiority|attack.missing_defender,ontology_only
attack.missing_defender,Missing Defender,Attack,Attacking Play,,intermediate,7,middlegame,,attack.attack_with_a_development_lead|attack.removing_a_key_defender,ontology_only
attack.removing_a_key_defender,Removing a Key Defender,Attack,Attacking Play,,intermediate,7,middlegame,,attack.missing_defender|attack.attack_on_a_colour_complex,ontology_only
attack.attack_on_a_colour_complex,Attack on a Colour Complex,Attack,Attacking Play,,intermediate,7,middlegame,,attack.removing_a_key_defender|attack.attack_through_a_pawn_wedge,ontology_only
attack.attack_through_a_pawn_wedge,Attack through a Pawn Wedge,Attack,Attacking Play,,intermediate,7,middlegame,,attack.attack_on_a_colour_complex|attack.switching_the_attack,ontology_only
attack.switching_the_attack,Switching the Attack,Attack,Attacking Play,,intermediate,7,middlegame,,attack.attack_through_a_pawn_wedge|attack.increasing_pressure,ontology_only
attack.increasing_pressure,Increasing Pressure,Attack,Attacking Play,,intermediate,7,middlegame,,attack.switching_the_attack|attack.attack_conversion,ontology_only
attack.attack_conversion,Attack Conversion,Attack,Attacking Play,,intermediate,7,middlegame,,attack.increasing_pressure|attack.transition_from_attack_to_endgame,ontology_only
attack.transition_from_attack_to_endgame,Transition from Attack to Endgame,Attack,Attacking Play,,intermediate,7,middlegame,,attack.attack_conversion|attack.when_to_stop_attacking,ontology_only
attack.when_to_stop_attacking,When to Stop Attacking,Attack,Attacking Play,,intermediate,7,middlegame,,attack.transition_from_attack_to_endgame|attack.building_an_attack,ontology_only
king_attack.king_safety_differential,King-Safety Differential,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.rook_lift_in_a_king_attack|king_attack.attacking_the_uncastled_king,ontology_only
king_attack.attacking_the_uncastled_king,Attacking the Uncastled King,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.king_safety_differential|king_attack.attacking_a_castled_king,ontology_only
king_attack.attacking_a_castled_king,Attacking a Castled King,King Attack,King-Attack Methods,,intermediate,7,middlegame,,king_attack.attacking_the_uncastled_king|king_attack.opposite_side_castling_attack,ontology_only
